mp_id,mp_name,state,constituency,district,house,entitlement_cr,goi_release_cr,unreleased_cr,tenure,nodal_district,data_source
MP0316,Shri. Shiv Pratap Shukla,Uttar Pradesh,Gorakhpur,Gorakhpur,Parliamentary Member,0.0,0.0,0.0,,,RS_Session_259_AU_2235_1.csv
MP0317,Shri. Pradeep Tamta,Uttarakhand,Bageshwar,Bageshwar,Parliamentary Member,0.0,0.0,0.0,,,RS_Session_259_AU_2235_1.csv
MP0318,Shri. Naresh Bansal,Uttarakhand,Dehradun,Dehradun,Parliamentary Member,0.0,0.0,0.0,,,RS_Session_259_AU_2235_1.csv
MP0319,Kalpana Saini,Uttarakhand,Haridwar,Haridwar,Parliamentary Member,0.0,0.0,0.0,,,RS_Session_259_AU_2235_1.csv
MP0320,Anil Baluni,Uttarakhand,Pauri Garhwal,Paudi Garhwal,Parliamentary Member,22.0,5.0,17.0,03.04.2018 to 02.04.2024,Paudi Garhwal,RS_Session_259_AU_2235_1.csv
MP0321,Raj Babbar,Uttarakhand,Dehradun,Dehradun,Parliamentary Member,0.0,0.0,0.0,,,RS_Session_259_AU_2235_1.csv
MP0322,Sushmita Dev,West Bengal,Kolkata,Kolkata,Parliamentary Member,29.5,2.0,27.5,27.09.2021 to 26.09.2027,Kolkata,RS_Session_259_AU_2235_1.csv
MP0323,Shri. Luizinho Joaquim Faleiro,West Bengal,Kolkata,Kolkata,Parliamentary Member,0.0,0.0,0.0,,,RS_Session_259_AU_2235_1.csv
MP0324,Abir Ranjan Biswas,West Bengal,Kolkata,Kolkata,Parliamentary Member,22.0,7.5,14.5,03.04.2018 to 02.04.2024,Kolkata,RS_Session_259_AU_2235_1.csv
MP0325,Shri. P. Bhattacharya,West Bengal,Birbhum,Birbhum,Parliamentary Member,0.0,0.0,0.0,,,RS_Session_259_AU_2235_1.csv
MP0326,Sh. Derek O Brien,West Bengal,Kolkata,Kolkata,Parliamentary Member,0.0,0.0,0.0,,,RS_Session_259_AU_2235_1.csv
MP0327,Manas Rajan Bhunia,West Bengal,Kolkata,Kolkata,Parliamentary Member,0.0,0.0,0.0,,,RS_Session_259_AU_2235_1.csv
MP0328,Shri. Bikash Ranjan Bhattacharya,West Bengal,Kolkata,Kolkata,Parliamentary Member,0.0,0.0,0.0,,,RS_Session_259_AU_2235_1.csv
MP0329,Shri. Dinesh Trivedi,West Bengal,nan,nan,Parliamentary Member,0.0,0.0,0.0,,,RS_Session_259_AU_2235_1.csv
MP0330,Santanu Sen,West Bengal,Kolkata,Kolkata,Parliamentary Member,22.0,7.5,14.5,03.04.2018 to 02.04.2024,Kolkata,RS_Session_259_AU_2235_1.csv
MP0331,Miss. Dola Sen,West Bengal,Kolkata,Kolkata,Parliamentary Member,0.0,0.0,0.0,,,RS_Session_259_AU_2235_1.csv
MP0332,Shri. Jawahar Sircar,West Bengal,Kolkata,Kolkata,Parliamentary Member,0.0,0.0,0.0,,,RS_Session_259_AU_2235_1.csv
MP0333,Md. Nadimul Haque,West Bengal,Kolkata,Kolkata,Parliamentary Member,0.0,0.0,0.0,,,RS_Session_259_AU_2235_1.csv
MP0334,Subhasish Chakrobarty,West Bengal,Kolkata,Kolkata,Parliamentary Member,22.0,7.5,14.5,03.04.2018 to 02.04.2024,Kolkata,RS_Session_259_AU_2235_1.csv
MP0335,Shanta Chhetri,West Bengal,Kolkata,Kolkata,Parliamentary Member,22.0,12.5,9.5,19.08.2017 to 18.08.2023,Kolkata,RS_Session_259_AU_2235_1.csv
MP0336,Shri. Subrata Bakshi,West Bengal,Kolkata,Kolkata,Parliamentary Member,0.0,0.0,0.0,,,RS_Session_259_AU_2235_1.csv
MP0337,Mausam Noor,West Bengal,Kolkata,Nodal District Awaited,Parliamentary Member,22.0,0.0,22.0,03.04.2020 to 02.04.2026,Nodal District Awaited,RS_Session_259_AU_2235_1.csv
MP0338,Sukhendu Sekhar Ray,West Bengal,Kolkata,Kolkata,Parliamentary Member,22.0,7.5,14.5,19.08.2017 to 18.08.2023,Kolkata,RS_Session_259_AU_2235_1.csv
MP0339,Abhishek Manu Singhvi,West Bengal,Howrah,Howrah,Parliamentary Member,22.0,5.0,17.0,03.04.2018 to 02.04.2024,Howrah,RS_Session_259_AU_2235_1.csv
MP0340,Arpita Ghosh,West Bengal,nan,nan,Parliamentary Member,0.0,0.0,0.0,,,RS_Session_259_AU_2235_1.csv
MP0341,SHRI. Ranjan Gogoi,Nominated,Kamrup Metropolitan,Kamrup Metropolitan,Parliamentary Member,0.0,0.0,0.0,,,RS_Session_259_AU_2235_1.csv
MP0342,Raghunath Mohapatra,Nominated,Khordha,Khordha,Parliamentary Member,0.0,0.0,0.0,,,RS_Session_259_AU_2235_1.csv
MP0343,Gulam Ali,Nominated,Jammu,Jammu,Parliamentary Member,0.0,0.0,0.0,,,RS_Session_259_AU_2235_1.csv
MP0344,Sonal Mansingh,Nominated,Dang,Dang,Parliamentary Member,22.0,5.0,17.0,14.07.2018 to 13.07.2024,Dang,RS_Session_259_AU_2235_1.csv
MP0345,SHRI. Mahesh Jethmalani,Nominated,Commissioner North Delhi Municipal Corporation,Commissioner North Delhi Municipal Corporation,Parliamentary Member,0.0,0.0,0.0,,,RS_Session_259_AU_2235_1.csv
MP0346,Roopa Ganguly,Nominated,Commissioner South Delhi Municipal Corporation,SDMC,Parliamentary Member,19.5,5.0,14.5,04.10.2016 to 24.04.2022,SDMC,RS_Session_259_AU_2235_1.csv
MP0347,SHRI. Shambhaji Shahu Chhatrapati,Nominated,Kolhapur,Kolhapur,Parliamentary Member,0.0,0.0,0.0,,,RS_Session_259_AU_2235_1.csv
MP0348,Ram Shakal,Nominated,Mirzapur,Mirzapur,Parliamentary Member,22.0,9.5,12.5,14.07.2018 to 13.07.2024,Mirzapur,RS_Session_259_AU_2235_1.csv
MP0349,V. Vijayendra Prasad,Nominated,East Godavari,East Godavari,Parliamentary Member,0.0,0.0,0.0,,,RS_Session_259_AU_2235_1.csv
MP0350,Ilaiyaraaja,Nominated,nan,nan,Parliamentary Member,0.0,0.0,0.0,,,RS_Session_259_AU_2235_1.csv
MP0351,M.C Mary Kom,Nominated,Churachandpur,Outer Manipur,Parliamentary Member,22.0,17.5,4.5,25.04.2016 to 24.04.2022,Outer Manipur,RS_Session_259_AU_2235_1.csv
MP0352,Dharmasthala Veerendra Heggade,Nominated,Dakshin Kannad,Dakshin Kannad,Parliamentary Member,0.0,0.0,0.0,,,RS_Session_259_AU_2235_1.csv
MP0353,P.T. Usha,Nominated,Kozhikode,Kozhikode,Parliamentary Member,0.0,0.0,0.0,,,RS_Session_259_AU_2235_1.csv
MP0354,Subramonian Swamy,Nominated,Mumbai Suburban,Mumbai Suburban,Parliamentary Member,0.0,0.0,0.0,,,RS_Session_259_AU_2235_1.csv
MP0355,Sh. Rakesh Sinha,Nominated,Begusarai,Begusarai,Parliamentary Member,0.0,0.0,0.0,,,RS_Session_259_AU_2235_1.csv
MP0356,SHRI. Swapan Dasgupta,Nominated,Kolkata,Kolkata,Parliamentary Member,0.0,0.0,0.0,,,RS_Session_259_AU_2235_1.csv
MP0357,SHRI. Suresh Gopi,Nominated,Thiruvananthapuram,Thiruvananthapuram,Parliamentary Member,0.0,0.0,0.0,,,RS_Session_259_AU_2235_1.csv
MP0358,Narendra Jadav,Nominated,Nashik,Nashik,Parliamentary Member,0.0,0.0,0.0,,,RS_Session_259_AU_2235_1.csv
MP0359,SHRI. Swapan Das Gupta,Nominated,Kolkata,Kolkata,Parliamentary Member,0.0,0.0,0.0,,,RS_Session_259_AU_2235_1.csv
